4926	20	-1		ДВОРЕЦ
4927	20	-1	4926	АКВАПАРК
6717	20	-1	8805	ШАЛЕ
4928	20	-1	6717	ДВОРЕЦ
4929	20	-1	6492	АКВАПАРК
5134	20	-1	6660	ШАЛЕ
5138	20	-1	5134	ДВОРЕЦ
5131	20	-1	5134	АКВАПАРК
4931	20	-1		ШАЛЕ
5137	20	-1	4931	АКВАПАРК
5129	20	-1	4931	ДВОРЕЦ
5140	20	-1	5137	АКВАПАРК
5979	5	-1	5129	ДВОРЕЦ
5154	5	-1	5979	ДВОРЕЦ
5139	5	-1	5154	ДВОРЕЦ
4932	5	-1	5139	ДВОРЕЦ
6761	5	-1	4932	ДВОРЕЦ
6765	5	-1	6761	ДВОРЕЦ
5157	5	-1	6765	ДВОРЕЦ
5986	5	-1	5157	ДВОРЕЦ
5983	5	-1	5986	ДВОРЕЦ
6002	5	-1	5983	ДВОРЕЦ
5132	5	-1	6002	ДВОРЕЦ
5999	5	-1	5132	ДВОРЕЦ
5970	5	-1	5999	ДВОРЕЦ
8257	5	-1	5970	ДВОРЕЦ
8264	5	-1	8257	ДВОРЕЦ
8277	5	-1	8264	ДВОРЕЦ
8278	5	-1	8277	ДВОРЕЦ
8301	5	-1	8278	ДВОРЕЦ
8310	5	-1	8301	ДВОРЕЦ
10183	5	-1	8310	ДВОРЕЦ
8325	5	-1	10183	ДВОРЕЦ
8343	5	-1	8325	ДВОРЕЦ
8487	5	-1	8343	ДВОРЕЦ
8507	5	-1	8487	ДВОРЕЦ
10184	5	-1	8507	ДВОРЕЦ
8529	5	-1	10184	ДВОРЕЦ
8539	5	-1	8529	ДВОРЕЦ
8646	5	-1	8539	ДВОРЕЦ
10185	5	-1	8646	ДВОРЕЦ
8664	5	-1	10185	ДВОРЕЦ
8680	5	-1	8664	ДВОРЕЦ
10246	5	-1	8680	АКВАПАРК
4930	5	-1	5140	АКВАПАРК
5167	5	-1	4930	АКВАПАРК
5148	5	-1	5167	АКВАПАРК
5165	5	-1	5148	АКВАПАРК
6762	5	-1	5165	АКВАПАРК
6766	5	-1	6762	АКВАПАРК
5977	5	-1	6766	АКВАПАРК
5964	5	-1	5977	АКВАПАРК
5151	5	-1	5964	АКВАПАРК
5162	5	-1	5151	АКВАПАРК
5128	5	-1	5162	АКВАПАРК
5972	5	-1	5128	АКВАПАРК
5153	5	-1	5972	АКВАПАРК
5668	5	-1	5153	АКВАПАРК
8258	5	-1	5668	АКВАПАРК
8271	5	-1	8258	АКВАПАРК
8283	5	-1	8271	АКВАПАРК
8294	5	-1	8283	АКВАПАРК
8306	5	-1	8294	АКВАПАРК
8320	5	-1	8306	АКВАПАРК
8328	5	-1	8320	АКВАПАРК
8339	5	-1	8328	АКВАПАРК
8477	5	-1	8339	АКВАПАРК
8508	5	-1	8477	АКВАПАРК
8518	5	-1	8508	АКВАПАРК
8540	5	-1	8518	АКВАПАРК
8628	5	-1	8540	АКВАПАРК
8635	5	-1	8628	АКВАПАРК
8725	5	-1	8635	АКВАПАРК
10251	5	-1	8725	ШАЛЕ
10252	5	-1	10251	ШАЛЕ
10253	5	-1	10252	ШАЛЕ
5152	5	-1	10253	ШАЛЕ
5141	5	-1	5152	ШАЛЕ
5974	5	-1	5141	ШАЛЕ
6760	5	-1	5974	ШАЛЕ
5147	5	-1	6760	ШАЛЕ
5669	5	-1	5147	ШАЛЕ
6764	5	-1	5669	ШАЛЕ
5130	5	-1	6764	ШАЛЕ
5133	5	-1	5130	ШАЛЕ
5988	5	-1	5133	ШАЛЕ
5976	5	-1	5988	ШАЛЕ
5135	5	-1	5976	ШАЛЕ
5993	5	-1	5135	ШАЛЕ
6003	5	-1	5993	ШАЛЕ
6008	5	-1	6003	ШАЛЕ
8263	5	-1	6008	ШАЛЕ
8276	5	-1	8263	ШАЛЕ
8284	5	-1	8276	ШАЛЕ
8304	5	-1	8284	ШАЛЕ
8312	5	-1	8304	ШАЛЕ
8327	5	-1	8312	ШАЛЕ
8331	5	-1	8327	ШАЛЕ
8340	5	-1	8331	ШАЛЕ
8347	5	-1	8340	ШАЛЕ
8497	5	-1	8347	ШАЛЕ
8509	5	-1	8497	ШАЛЕ
8519	5	-1	8509	ШАЛЕ
8560	5	-1	8519	ШАЛЕ
8629	5	-1	8560	ШАЛЕ
8639	5	-1	8629	ШАЛЕ
8655	5	-1	8639	ШАЛЕ
8726	5	-1	8655	ШАЛЕ
5150	5	-1	8726	УНИВЕРСИТЕТ
5146	5	-1	5150	УНИВЕРСИТЕТ
5145	5	-1	5146	УНИВЕРСИТЕТ
5168	5	-1	5145	УНИВЕРСИТЕТ
5163	5	-1	5168	УНИВЕРСИТЕТ
5962	5	-1	5163	УНИВЕРСИТЕТ
5142	5	-1	5962	УНИВЕРСИТЕТ
5973	5	-1	5142	УНИВЕРСИТЕТ
5978	5	-1	5973	УНИВЕРСИТЕТ
5961	5	-1	5978	УНИВЕРСИТЕТ
5990	5	-1	5961	УНИВЕРСИТЕТ
5969	5	-1	5990	УНИВЕРСИТЕТ
5987	5	-1	5969	УНИВЕРСИТЕТ
6005	5	-1	5987	УНИВЕРСИТЕТ
5161	5	-1	6005	УНИВЕРСИТЕТ
5995	5	-1	5161	УНИВЕРСИТЕТ
5156	5	-1	5995	УНИВЕРСИТЕТ
